10    300
shanghai14    12    102
shanghai8    8    101
shanghai37    4    101
shanghai32    1    102
shanghai16    9    102
shanghai20    9    102
shanghai8    3    101
shanghai34    8    102
shanghai27    6    101
shanghai9    9    102
shanghai16    4    101
shanghai22    5    101
shanghai24    10    101
shanghai10    3    102
shanghai26    9    102
shanghai12    4    102
shanghai18    4    101
shanghai23    5    102
shanghai24    10    101
shanghai3    1    101
shanghai8    3    101
shanghai37    4    101
shanghai21    1    102
shanghai33    2    102
shanghai26    9    101
shanghai32    1    102
shanghai15    6    102
shanghai24    10    101
shanghai13    10    101
shanghai23    5    102
shanghai24    10    101
shanghai37    2    101
shanghai14    12    102
shanghai2    2    102
shanghai34    8    101
shanghai26    9    102
shanghai7    2    102
shanghai7    4    101
shanghai4    2    102
shanghai36    3    102
shanghai17    14    102
shanghai1    1    101
shanghai27    6    102
shanghai9    2    102
shanghai4    1    101
shanghai1    1    102
shanghai6    7    102
shanghai17    11    102
shanghai6    7    102
shanghai31    7    102
shanghai26    9    101
shanghai28    7    101
shanghai35    2    101
shanghai31    2    102
shanghai4    2    102
shanghai9    9    102
shanghai14    15    102
shanghai5    7    101
shanghai20    9    102
shanghai36    3    101
shanghai3    3    102
shanghai34    15    101
shanghai15    6    102
shanghai27    6    101
shanghai11    8    101
shanghai32    1    102
shanghai15    2    101
shanghai7    4    101
shanghai3    3    101
shanghai36    4    102
shanghai15    2    101
shanghai28    3    102
shanghai11    12    102
shanghai21    1    101
shanghai6    8    102
shanghai31    2    102
shanghai31    2    101
shanghai8    8    102
shanghai14    12    102
shanghai35    2    101
shanghai8    3    102
shanghai35    2    101
shanghai3    1    101
shanghai29    3    102
shanghai37    2    101
shanghai1    9    101
shanghai31    2    101
shanghai3    1    101
shanghai31    2    102
shanghai29    3    101
shanghai4    2    102
shanghai8    8    101
shanghai11    12    102
shanghai29    1    101
shanghai7    4    102
shanghai33    8    102
shanghai20    9    101
shanghai36    3    102
shanghai27    5    102
shanghai29    1    102
shanghai33    8    102
shanghai11    8    101
shanghai16    4    102
shanghai25    2    101
shanghai23    5    102
shanghai17    11    101
shanghai10    3    102
shanghai3    3    102
shanghai14    15    101
shanghai12    8    102
shanghai12    8    101
shanghai35    2    102
shanghai7    2    102
shanghai34    15    102
shanghai36    3    102
shanghai7    2    102
shanghai7    2    102
shanghai5    8    102
shanghai37    4    102
shanghai21    1    102
shanghai17    11    101
shanghai26    4    102
shanghai27    5    102
shanghai15    6    101
shanghai18    1    101
shanghai32    1    102
shanghai31    2    102
shanghai8    3    102
shanghai4    2    101
shanghai33    8    102
shanghai27    5    101
shanghai32    15    102
shanghai29    1    101
shanghai37    2    101
shanghai18    4    101
shanghai35    2    102
shanghai33    2    102
shanghai31    7    102
shanghai5    7    101
shanghai18    1    102
shanghai23    4    102
shanghai7    4    102
shanghai13    10    102
shanghai13    10    102
shanghai16    4    101
shanghai9    2    101
shanghai13    6    102
shanghai31    2    102
shanghai14    12    101
shanghai35    8    102
shanghai4    2    102
shanghai29    3    102
shanghai32    15    102
shanghai5    8    101
shanghai15    6    102
shanghai1    1    102
shanghai35    2    102
shanghai22    5    102
shanghai5    7    102
shanghai23    5    102
shanghai22    5    101
shanghai9    2    102
shanghai29    1    101
shanghai7    2    101
shanghai17    11    101
shanghai24    1    shanghai23    102
shanghai34    8    shanghai2    102
shanghai2    10    shanghai23    102
shanghai12    4    shanghai26    102
shanghai5    8    shanghai34    101
shanghai11    12    shanghai22    102
shanghai35    8    shanghai21    102
shanghai1    9    shanghai6    102
shanghai7    2    shanghai1    102
shanghai2    2    shanghai3    101
shanghai13    10    shanghai25    101
shanghai25    2    shanghai2    101
shanghai3    3    shanghai16    102
shanghai1    9    shanghai33    102
shanghai27    6    shanghai32    102
shanghai7    2    shanghai18    101
shanghai24    1    shanghai17    102
shanghai2    10    shanghai27    102
shanghai8    3    shanghai10    101
shanghai3    3    shanghai21    101
shanghai36    4    shanghai37    102
shanghai12    4    shanghai10    102
shanghai3    1    shanghai15    102
shanghai15    6    shanghai10    102
shanghai35    2    shanghai15    101
shanghai32    15    shanghai17    101
shanghai33    8    shanghai12    102
shanghai34    15    shanghai15    102
shanghai28    7    shanghai22    102
shanghai28    7    shanghai33    102
shanghai23    5    shanghai22    102
shanghai10    3    shanghai14    102
shanghai35    2    shanghai5    102
shanghai25    2    shanghai24    102
shanghai34    15    shanghai4    102
shanghai25    2    shanghai12    102
shanghai25    9    shanghai36    102
shanghai16    9    shanghai34    102
shanghai20    10    shanghai9    101
shanghai21    7    shanghai15    102
shanghai8    8    shanghai13    102
shanghai3    3    shanghai21    101
shanghai35    8    shanghai1    101
shanghai24    1    shanghai13    102
shanghai33    2    shanghai3    101
shanghai32    1    shanghai12    102
shanghai24    1    shanghai9    101
shanghai15    2    shanghai6    101
shanghai12    4    shanghai4    101
shanghai20    10    shanghai5    101
shanghai16    4    shanghai23    101
shanghai37    2    shanghai18    101
shanghai13    10    shanghai25    101
shanghai35    2    shanghai12    102
shanghai18    1    shanghai4    102
shanghai24    10    shanghai9    102
shanghai17    11    shanghai21    102
shanghai34    15    shanghai16    102
shanghai35    2    shanghai4    102
shanghai4    2    shanghai33    102
shanghai14    12    shanghai24    102
shanghai29    3    shanghai7    102
shanghai29    3    shanghai20    101
shanghai18    4    shanghai13    101
shanghai25    9    shanghai26    102
shanghai9    9    shanghai16    102
shanghai1    1    shanghai16    101
shanghai9    9    shanghai8    101
shanghai7    2    shanghai9    102
shanghai24    1    shanghai6    102
shanghai23    5    shanghai26    101
shanghai26    9    shanghai20    101
shanghai25    9    shanghai13    101
shanghai27    6    shanghai26    101
shanghai24    10    shanghai1    101
shanghai13    6    shanghai3    102
shanghai15    6    shanghai10    101
shanghai11    8    shanghai27    101
shanghai6    8    shanghai1    102
shanghai33    8    shanghai8    102
shanghai12    8    shanghai22    102
shanghai21    7    shanghai12    102
shanghai3    1    shanghai34    101
shanghai24    10    shanghai13    102
shanghai13    6    shanghai4    101
shanghai37    4    shanghai4    102
shanghai6    8    shanghai21    102
shanghai29    3    shanghai28    102
shanghai3    3    shanghai10    102
shanghai1    1    shanghai29    102
shanghai34    8    shanghai12    101
shanghai7    2    shanghai12    102
shanghai2    10    shanghai24    102
shanghai20    10    shanghai34    102
shanghai31    2    shanghai29    101
shanghai22    7    shanghai9    102
shanghai12    4    shanghai11    102
shanghai12    4    shanghai18    102
shanghai14    15    shanghai13    102
shanghai9    9    shanghai27    101
shanghai33    8    shanghai16    101
shanghai1    1    shanghai36    102
shanghai26    9    shanghai36    102
shanghai16    4    shanghai28    102
shanghai35    2    shanghai23    102
shanghai4    1    shanghai14    102
shanghai15    6    shanghai6    101
shanghai25    2    shanghai12    101
shanghai29    1    shanghai27    101
shanghai8    3    shanghai28    102
shanghai28    7    shanghai33    101
shanghai12    4    shanghai20    101
shanghai27    5    shanghai13    101
shanghai8    8    shanghai23    101
shanghai23    5    shanghai3    102
shanghai6    7    shanghai1    101
shanghai17    11    shanghai26    101
shanghai4    1    shanghai25    101
shanghai36    3    shanghai21    102
shanghai27    6    shanghai34    101
shanghai8    8    shanghai29    102
shanghai14    15    shanghai33    101
shanghai27    6    shanghai36    101
shanghai10    14    shanghai37    101
shanghai27    5    shanghai12    101
shanghai22    7    shanghai36    101
shanghai35    8    shanghai23    101
shanghai7    2    shanghai36    102
shanghai34    8    shanghai25    101
shanghai4    2    shanghai29    102
shanghai7    4    shanghai26    101
shanghai16    4    shanghai24    101
shanghai31    2    shanghai20    101
shanghai17    11    shanghai1    101
shanghai29    3    shanghai5    102
shanghai21    7    shanghai36    101
shanghai14    12    shanghai29    101
shanghai2    10    shanghai8    102
shanghai8    3    shanghai12    101
shanghai32    1    shanghai24    101
shanghai17    14    shanghai2    102
shanghai15    2    shanghai10    102
shanghai34    8    shanghai5    101
shanghai8    3    shanghai27    101
shanghai23    4    shanghai16    102
shanghai13    10    shanghai15    102
shanghai6    7    shanghai22    102
shanghai27    6    shanghai8    102
shanghai3    3    shanghai7    102
shanghai11    12    shanghai12    101
shanghai36    3    shanghai10    101
shanghai1    9    shanghai3    101
shanghai3    3    shanghai31    102
shanghai23    4    shanghai15    102
shanghai10    3    shanghai5    101
shanghai24    10    shanghai29    101
shanghai11    8    shanghai9    101
shanghai22    7    shanghai13    101
shanghai35    2    shanghai6    101
shanghai6    7    shanghai24    102
shanghai23    4    shanghai15    102
shanghai37    4    shanghai5    102
shanghai15    6    shanghai33    102
shanghai14    12    shanghai36    101
shanghai7    4    shanghai2    101
shanghai5    7    shanghai24    101
shanghai10    3    shanghai22    102
shanghai29    1    shanghai21    101
shanghai2    10    shanghai16    101
shanghai11    12    shanghai26    101
shanghai21    7    shanghai11    101
shanghai24    1    shanghai9    102
shanghai28    3    shanghai1    102
shanghai8    3    shanghai33    101
shanghai20    9    shanghai12    102
shanghai7    2    shanghai12    102
shanghai23    4    shanghai31    102
shanghai10    14    shanghai18    102
shanghai32    1    shanghai31    102
shanghai17    14    shanghai35    101
shanghai2    2    shanghai3    101
shanghai18    4    shanghai17    101
shanghai12    8    shanghai26    102
shanghai7    4    shanghai2    102
shanghai4    1    shanghai26    101
shanghai34    8    shanghai9    101
shanghai17    11    shanghai26    101
shanghai6    8    shanghai21    101
shanghai5    8    shanghai10    101
shanghai10    3    shanghai33    102
shanghai29    1    shanghai2    101
shanghai37    2    shanghai1    102
shanghai12    8    shanghai36    101
shanghai11    12    shanghai34    101
shanghai3    3    shanghai31    102
shanghai7    4    shanghai20    101
shanghai11    8    shanghai24    101
shanghai17    11    shanghai36    101
shanghai5    8    shanghai15    101
shanghai1    1    shanghai14    102
shanghai29    3    shanghai13    102
shanghai29    1    shanghai28    102
shanghai29    1    shanghai8    101
shanghai37    2    shanghai34    101
shanghai34    15    shanghai35    101
shanghai17    11    shanghai4    102
shanghai4    1    shanghai18    102
shanghai7    2    shanghai5    101
shanghai21    1    shanghai1    101
shanghai21    1    shanghai11    102
shanghai6    7    shanghai31    101
shanghai35    2    shanghai33    101
shanghai20    9    shanghai8    102
shanghai3    3    shanghai27    101
shanghai4    1    shanghai11    101
shanghai21    1    shanghai1    101
shanghai20    10    shanghai26    101
shanghai21    1    shanghai3    101
shanghai24    10    shanghai16    101
shanghai3    1    shanghai26    101
shanghai34    15    shanghai22    102
shanghai11    12    shanghai13    102
shanghai6    7    shanghai4    101
shanghai11    8    shanghai27    101
shanghai27    6    shanghai2    102
shanghai27    5    shanghai36    101
shanghai9    2    shanghai12    102
shanghai25    2    shanghai16    101
shanghai27    5    shanghai5    101
shanghai13    10    shanghai26    101
shanghai13    10    shanghai23    101
shanghai21    1    shanghai10    102
shanghai9    2    shanghai7    101
shanghai21    1    shanghai25    102
shanghai32    15    shanghai24    101
shanghai31    7    shanghai14    102
shanghai16    4    shanghai10    102
shanghai21    7    shanghai33    102
shanghai23    5    shanghai28    102
shanghai28    3    shanghai31    101
shanghai17    14    shanghai8    102
shanghai9    2    shanghai10    101
shanghai2    10    shanghai12    102
shanghai6    7    shanghai32    102
shanghai26    4    shanghai36    102
shanghai28    3    shanghai3    102
shanghai32    1    shanghai28    101
shanghai24    1    shanghai1    101
shanghai11    12    shanghai22    101
shanghai7    4    shanghai4    102
shanghai23    4    shanghai9    101
shanghai6    8    shanghai10    101
shanghai1    9    shanghai17    102
shanghai31    2    shanghai25    102
shanghai16    9    shanghai3    101
shanghai6    7    shanghai24    101
shanghai5    8    shanghai6    102
shanghai24    1    shanghai6    102
shanghai20    9    shanghai21    102
shanghai37    4    shanghai14    102
shanghai14    15    shanghai29    101
shanghai6    7    shanghai18    101
shanghai10    3    shanghai37    101
shanghai28    7    shanghai29    101
shanghai20    9    shanghai18    101
shanghai22    7    shanghai6    101
shanghai24    10    shanghai34    101
shanghai13    6    shanghai26    102
shanghai12    8    shanghai3    101
shanghai17    14    shanghai33    101
shanghai12    8    shanghai28    102
shanghai27    6    shanghai4    101
shanghai12    8    shanghai35    102
shanghai1    1    shanghai12    101
shanghai36    4    shanghai10    101
shanghai10    3    shanghai11    102
shanghai29    3    shanghai25    101
shanghai35    2    shanghai22    102
shanghai24    1    shanghai33    102
shanghai4    2    shanghai35    101
shanghai16    9    shanghai11    101
shanghai32    15    shanghai18    101
shanghai14    12    shanghai31    102
shanghai26    4    shanghai10    102
shanghai34    15    shanghai14    101
shanghai2    2    shanghai11    101
shanghai35    8    shanghai18    101
shanghai18    1    shanghai9    102
shanghai5    8    shanghai37    102
shanghai35    2    shanghai17    102
shanghai22    7    shanghai25    102
shanghai15    2    shanghai3    101
shanghai21    1    shanghai33    102
shanghai15    2    shanghai18    102
shanghai25    2    shanghai5    102
shanghai24    10    shanghai31    102
shanghai25    9    shanghai37    101
shanghai9    9    shanghai33    101
shanghai32    1    shanghai34    102
shanghai7    2    shanghai15    102
shanghai20    9    101
shanghai7    2    101
shanghai28    7    101
shanghai11    12    101
shanghai10    14    101
shanghai27    5    101
shanghai6    7    101
shanghai29    3    101
shanghai15    6    101
shanghai4    1    101
shanghai32    15    101
shanghai7    2    102
shanghai28    3    102
shanghai9    2    102
shanghai26    4    101
shanghai34    8    101
shanghai5    8    102
shanghai2    10    101
shanghai15    6    102
shanghai15    6    102
shanghai22    7    101
shanghai2    2    102
shanghai3    1    101
shanghai29    3    102
shanghai32    15    101
shanghai22    7    102
shanghai35    8    102
shanghai35    2    101
shanghai7    4    102
shanghai2    2    102
shanghai1    1    102
shanghai20    9    101
shanghai16    9    101
shanghai4    1    102
shanghai21    1    101
shanghai34    15    102
shanghai21    7    101
shanghai14    12    102
shanghai29    3    102
shanghai28    7    101
shanghai34    15    102
shanghai31    7    101
shanghai4    2    101
shanghai18    4    102
shanghai9    2    102
shanghai26    9    102
shanghai13    6    101
shanghai8    3    102
shanghai21    7    101
shanghai33    8    102
shanghai1    1    101
shanghai18    4    102
shanghai32    15    102
shanghai16    4    102
shanghai2    2    102
shanghai1    9    102
shanghai32    1    102
shanghai10    3    101
shanghai10    3    102
shanghai24    10    102
shanghai21    7    102
shanghai29    1    101
shanghai3    1    102
shanghai5    8    102
shanghai37    4    101
shanghai3    3    101
shanghai12    8    101
shanghai2    2    101
shanghai12    8    102
shanghai4    1    101
shanghai35    2    101
shanghai12    4    102
shanghai31    7    102
shanghai34    15    102
shanghai8    8    102
shanghai11    12    102
shanghai6    8    101
shanghai6    8    101
shanghai31    7    101
shanghai36    4    101
shanghai25    9    102
shanghai6    7    101
shanghai28    7    101
shanghai18    4    102
shanghai34    15    102
shanghai22    5    102
shanghai14    15    101
shanghai29    3    102
shanghai24    1    101
shanghai16    9    102
shanghai6    8    101
shanghai9    9    102
shanghai34    8    102
shanghai14    15    101
shanghai28    3    102
shanghai7    2    101
shanghai12    8    101
shanghai29    3    102
shanghai17    14    102
shanghai1    9    102
shanghai35    2    102
shanghai23    4    101
shanghai34    15    102
shanghai10    3    101
shanghai12    4    101
shanghai2    2    102
shanghai18    4    102
shanghai10    14    101
shanghai1    1    102
shanghai25    9    102
shanghai33    2    102
shanghai5    7    102
shanghai29    3    101
shanghai35    2    101
shanghai3    1    102
shanghai32    1    102
shanghai3    3    101
shanghai27    5    102
shanghai16    9    101
shanghai21    7    101
shanghai3    3    101
shanghai9    9    102
shanghai16    9    102
shanghai36    3    102
shanghai31    2    102
shanghai14    15    102
shanghai5    7    102
shanghai34    15    102
shanghai21    1    101
shanghai4    1    102
shanghai13    10    101
shanghai33    8    101
shanghai29    1    101
shanghai17    11    101
shanghai11    12    101
shanghai8    8    101
shanghai32    1    102
shanghai21    7    101
shanghai16    4    102
shanghai31    7    102
shanghai11    12    102
shanghai2    10    101
shanghai36    3    102
shanghai33    2    101
shanghai1    1    102
shanghai14    15    101
shanghai14    12    101
shanghai25    9    101
shanghai37    2    102
shanghai34    8    101
shanghai31    2    102
shanghai11    8    101
shanghai25    9    102
shanghai34    8    102
shanghai17    14    101
shanghai3    3    102
shanghai10    3    102
shanghai24    10    102
shanghai21    1    102
shanghai17    14    101
shanghai4    2    102
shanghai3    3    101
shanghai10    3    101
shanghai22    5    102
shanghai3    1    102
shanghai24    10    102
shanghai6    8    101
shanghai35    2    101
shanghai25    9    102
shanghai4    2    102
shanghai24    10    102
shanghai11    12    102
shanghai22    5    102
shanghai32    15    101
shanghai27    5    101
shanghai13    6    101
shanghai20    10    101
shanghai35    8    101
shanghai16    9    102
shanghai2    10    101
shanghai8    8    101
shanghai22    7    101
shanghai37    4    102
shanghai1    9    101
shanghai29    1    101
shanghai21    1    101
shanghai31    7    102
shanghai3    1    101
shanghai37    4    101
shanghai1    9    101
shanghai21    7    101
shanghai8    8    101
shanghai28    3    101
shanghai13    10    102
shanghai21    7    102
shanghai15    2    102
shanghai9    2    102
shanghai7    4    101
shanghai24    1    102
shanghai7    4    101
shanghai15    6    102
shanghai18    4    102
shanghai37    4    101
shanghai1    1    101
shanghai1    1    102
shanghai10    3    101
shanghai18    4    101
shanghai1    1    101
shanghai21    1    102
shanghai17    14    102
shanghai6    7    101
shanghai33    8    102
shanghai2    10    101
shanghai33    8    102
shanghai21    7    101
shanghai34    8    102
shanghai34    15    102
shanghai17    11    101
shanghai12    4    102
shanghai28    7    101
shanghai11    12    102
shanghai17    11    101
shanghai31    7    102
shanghai36    4    102
shanghai33    2    102
shanghai18    1    102
shanghai11    12    102
shanghai20    9    102
shanghai31    2    102
shanghai13    6    102
shanghai12    8    101
shanghai36    4    102
shanghai4    1    101
shanghai5    7    102
shanghai27    5    101
shanghai26    4    102
shanghai35    2    102
shanghai25    9    101
shanghai26    4    102
shanghai5    7    101
shanghai5    7    102
shanghai2    10    101
shanghai15    6    101
shanghai2    10    101
shanghai10    3    101
shanghai8    3    101
shanghai23    4    101
shanghai33    2    102
shanghai20    9    101
shanghai37    4    102
shanghai31    7    101
shanghai22    7    101
shanghai9    9    102
shanghai14    12    102
shanghai14    15    101
shanghai3    1    101
shanghai2    2    102
shanghai8    8    102
shanghai18    4    101
shanghai8    3    102
shanghai5    8    102
shanghai11    12    101
shanghai4    1    101
shanghai23    5    101
shanghai23    5    102
shanghai22    7    101
shanghai11    12    101
shanghai12    8    101
shanghai26    9    101
shanghai25    9    102
shanghai5    7    102
shanghai29    3    101
shanghai34    15    102
shanghai23    5    101
shanghai31    7    102
shanghai31    7    102
shanghai13    10    102
shanghai16    9    102
shanghai37    2    102
shanghai15    2    102
shanghai23    4    101
shanghai11    8    102
shanghai5    8    101
shanghai17    11    101
shanghai15    6    101
shanghai16    9    101
shanghai3    3    102
shanghai34    15    101
shanghai16    4    101
shanghai23    5    101
shanghai32    15    102
shanghai12    8    102
shanghai37    4    102
shanghai22    5    101
shanghai18    1    102
shanghai13    6    102
shanghai25    9    101
shanghai21    7    102
shanghai32    15    102
shanghai36    4    101
shanghai36    3    shanghai1    102
shanghai29    3    shanghai26    101
shanghai12    4    shanghai5    102
shanghai16    9    shanghai20    101
shanghai12    8    shanghai24    101
shanghai37    4    shanghai28    102
shanghai21    1    shanghai31    102
shanghai6    7    shanghai24    102
shanghai16    9    shanghai22    101
shanghai9    9    shanghai12    102
shanghai15    2    shanghai31    102
shanghai27    5    shanghai23    102
shanghai27    5    shanghai5    102
shanghai1    9    shanghai22    102
shanghai17    14    shanghai10    102
shanghai34    8    shanghai4    102
shanghai29    1    shanghai11    102
shanghai11    12    shanghai15    101
shanghai24    1    shanghai37    101
shanghai23    5    shanghai22    101
shanghai35    8    shanghai37    102
shanghai5    8    shanghai15    101
shanghai17    14    shanghai20    101
shanghai8    3    shanghai24    102
shanghai27    5    shanghai10    102
shanghai33    8    shanghai13    101
shanghai5    7    shanghai34    102
shanghai12    8    shanghai14    101
shanghai37    4    shanghai33    102
shanghai27    6    shanghai7    101
shanghai27    6    shanghai13    101
shanghai20    9    shanghai17    102
shanghai34    15    shanghai5    102
shanghai35    8    shanghai20    101
shanghai17    11    shanghai33    102
shanghai31    7    shanghai3    102
shanghai33    2    shanghai25    101
shanghai8    8    shanghai12    102
shanghai6    7    shanghai13    101
shanghai15    6    shanghai34    102
shanghai22    5    shanghai18    101
shanghai35    8    shanghai23    102
shanghai6    7    shanghai9    102
shanghai4    1    shanghai36    101
shanghai7    2    shanghai33    102
shanghai34    15    shanghai20    102
shanghai25    2    shanghai34    102
shanghai6    7    shanghai16    102
shanghai15    6    shanghai11    101
shanghai6    8    shanghai27    102
shanghai36    4    shanghai21    102
shanghai29    1    shanghai27    102
shanghai16    4    shanghai31    102
shanghai2    10    shanghai14    101
shanghai4    2    shanghai26    101
shanghai8    8    shanghai28    101
shanghai36    3    shanghai24    102
shanghai2    2    shanghai23    101
shanghai3    1    shanghai5    101
shanghai27    6    shanghai11    102
shanghai7    4    shanghai23    101
shanghai14    15    shanghai33    101
shanghai33    8    shanghai20    101
shanghai1    1    shanghai5    102
shanghai25    2    shanghai13    102
shanghai25    2    shanghai11    102
shanghai32    15    shanghai22    101
shanghai21    1    shanghai8    102
shanghai4    1    shanghai25    102
shanghai20    9    shanghai28    102
shanghai26    4    shanghai10    101
shanghai31    2    shanghai37    102
shanghai21    7    shanghai15    101
shanghai26    4    shanghai9    101
shanghai23    4    shanghai35    101
shanghai15    2    shanghai26    102
shanghai6    7    shanghai23    101
shanghai2    2    shanghai5    101
shanghai25    9    shanghai8    102
shanghai26    9    shanghai31    101
shanghai18    1    shanghai5    102
shanghai18    1    shanghai2    102
shanghai28    7    shanghai20    101
shanghai7    4    shanghai27    102
shanghai1    1    shanghai25    102
shanghai8    8    shanghai13    102
shanghai35    8    shanghai10    102
shanghai27    6    shanghai31    101
shanghai2    2    shanghai11    102
shanghai27    6    shanghai31    101
shanghai27    6    shanghai16    101
shanghai29    1    shanghai1    102
shanghai13    10    shanghai5    101
shanghai28    7    shanghai14    102
shanghai23    5    shanghai1    102
shanghai21    1    shanghai24    102
shanghai27    6    shanghai13    101
shanghai22    5    shanghai21    101
shanghai14    12    shanghai27    102
shanghai15    2    shanghai4    101
shanghai16    9    shanghai35    101
shanghai32    1    shanghai13    102
shanghai31    2    shanghai36    101
shanghai6    7    shanghai18    101
shanghai10    14    shanghai37    101
shanghai22    5    shanghai21    101
shanghai4    2    shanghai22    101
shanghai8    3    shanghai16    101
shanghai23    5    shanghai28    102
shanghai10    14    shanghai6    101
shanghai2    10    shanghai22    101
shanghai27    5    shanghai1    102
shanghai10    3    shanghai6    102
shanghai29    3    shanghai23    101
shanghai14    15    shanghai17    101
shanghai14    15    shanghai11    102
shanghai1    9    shanghai8    102
shanghai36    3    shanghai6    101
shanghai29    3    shanghai3    101
shanghai23    5    shanghai13    101
shanghai10    3    shanghai14    101
shanghai4    2    shanghai2    102
shanghai15    2    shanghai36    102
shanghai10    14    shanghai26    101
shanghai27    6    shanghai15    101
shanghai4    1    shanghai37    101
shanghai33    2    shanghai17    101
shanghai4    1    shanghai36    101
shanghai1    1    shanghai12    101
shanghai20    9    shanghai36    101
shanghai13    10    shanghai3    101
shanghai22    5    shanghai27    102
shanghai18    1    shanghai9    102
shanghai11    12    shanghai32    101
shanghai12    8    shanghai21    102
shanghai22    5    shanghai16    102
shanghai24    1    shanghai17    102
shanghai26    9    shanghai22    102
shanghai3    3    shanghai32    102
shanghai21    7    shanghai28    102
shanghai33    8    shanghai9    101
shanghai1    1    shanghai13    102
shanghai6    7    shanghai10    101
shanghai15    6    shanghai4    101
shanghai35    8    shanghai7    101
shanghai16    4    shanghai32    102
shanghai14    15    shanghai15    102
shanghai1    1    shanghai22    101
shanghai8    8    shanghai2    101
shanghai7    2    shanghai11    102
shanghai29    1    shanghai15    102
shanghai10    3    shanghai12    102
shanghai3    3    shanghai5    102
shanghai3    3    shanghai24    102
shanghai21    1    shanghai26    102
shanghai34    15    shanghai14    102
shanghai25    2    shanghai31    101
shanghai27    6    shanghai5    102
shanghai33    8    shanghai21    102
shanghai20    10    shanghai14    101
shanghai10    3    shanghai11    102
shanghai31    2    shanghai11    101
shanghai24    1    shanghai5    102
shanghai18    1    shanghai7    102
shanghai31    2    shanghai25    101
shanghai13    6    shanghai10    101
shanghai6    7    shanghai14    102
shanghai6    8    shanghai32    102
shanghai26    4    shanghai17    102
shanghai3    3    shanghai17    102
shanghai32    1    shanghai7    101
shanghai2    2    shanghai8    101
shanghai22    7    shanghai18    102
shanghai23    4    shanghai12    101
shanghai36    3    shanghai10    101
shanghai11    12    shanghai28    102
shanghai14    12    shanghai26    101
shanghai14    15    shanghai16    101
shanghai17    11    shanghai2    101
shanghai10    3    shanghai13    101
shanghai32    15    shanghai23    102
shanghai7    2    shanghai36    101
shanghai23    5    shanghai33    102
shanghai8    8    shanghai31    102
shanghai18    1    shanghai20    102
shanghai13    10    shanghai28    101
shanghai15    2    shanghai18    101
shanghai25    9    shanghai1    102
shanghai7    4    shanghai16    101
shanghai6    7    shanghai11    101
shanghai35    2    shanghai4    101
shanghai26    9    shanghai11    101
shanghai11    12    shanghai27    102
shanghai17    14    shanghai8    102
shanghai36    4    shanghai3    101
shanghai14    15    shanghai20    101
shanghai13    10    shanghai24    101
shanghai36    3    shanghai21    101
shanghai36    4    shanghai28    101
shanghai9    9    shanghai22    101
shanghai3    1    shanghai36    102
shanghai18    1    shanghai7    102
shanghai25    9    shanghai21    102
shanghai3    1    shanghai6    102
shanghai24    10    shanghai25    101
shanghai26    4    shanghai14    102
shanghai15    2    shanghai22    102
shanghai24    1    shanghai2    102
shanghai12    4    shanghai31    102
shanghai4    1    shanghai33    102
shanghai7    2    shanghai8    102
shanghai12    8    shanghai13    102
shanghai36    3    shanghai14    102
shanghai22    5    shanghai15    102
shanghai11    12    shanghai20    101
shanghai16    4    shanghai5    101
shanghai6    7    shanghai35    101
shanghai15    2    shanghai20    102
shanghai34    8    shanghai20    102
shanghai31    7    shanghai24    102
shanghai14    15    shanghai25    101
shanghai23    4    shanghai11    101
shanghai26    9    shanghai27    101
shanghai33    8    shanghai29    101
shanghai6    8    shanghai15    101
shanghai26    4    shanghai10    101
shanghai15    6    shanghai12    101
shanghai2    2    shanghai37    101
shanghai7    4    shanghai28    101
shanghai1    9    shanghai24    102
shanghai33    2    shanghai37    101
shanghai32    15    shanghai13    102
shanghai5    8    shanghai12    101
shanghai36    3    shanghai11    102
shanghai2    10    shanghai1    102
shanghai28    3    shanghai22    102
shanghai8    3    shanghai10    102
shanghai18    1    shanghai28    101
shanghai32    1    shanghai4    102
shanghai2    2    shanghai36    102
shanghai11    8    shanghai13    102
shanghai35    8    shanghai1    102
shanghai10    14    shanghai20    102
shanghai11    12    shanghai21    102
shanghai5    7    shanghai1    102
shanghai10    14    shanghai35    101
shanghai22    7    shanghai27    101
shanghai2    2    shanghai10    102
shanghai15    2    shanghai31    101
shanghai3    1    shanghai17    102
shanghai10    14    shanghai16    102
shanghai3    3    shanghai26    101
shanghai23    5    shanghai33    101
shanghai32    15    shanghai22    102
shanghai22    7    shanghai24    102
shanghai14    12    shanghai10    102
shanghai17    14    shanghai1    101
shanghai8    3    shanghai29    102
shanghai11    8    shanghai18    101
shanghai20    10    shanghai23    102
shanghai29    1    shanghai20    101
shanghai13    10    shanghai11    102
shanghai11    12    shanghai36    102
shanghai18    4    shanghai13    102
shanghai31    2    shanghai28    101
shanghai6    8    shanghai23    102
shanghai4    1    shanghai37    101
shanghai34    8    shanghai24    101
shanghai12    8    shanghai7    101
shanghai22    5    shanghai32    102
shanghai9    9    shanghai34    102
shanghai10    14    shanghai20    102
shanghai34    8    shanghai29    101
shanghai4    1    shanghai32    102
shanghai2    10    shanghai9    102
shanghai12    4    shanghai29    102
shanghai32    1    shanghai27    102
shanghai26    9    shanghai37    101
shanghai3    3    shanghai21    102
shanghai11    12    shanghai15    101
shanghai23    4    shanghai11    102
shanghai3    1    shanghai11    102
shanghai25    2    shanghai4    101
shanghai28    7    shanghai33    101
